id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,0,0,1,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,7,2,2,4,9,2,5,2,9,2,2,0
mh1,mh1,50.0,1,3,3,1,1,1,1,4,4,1,1,4,0,4,0,0,0,0,0,4,4,4,0,4,0,4,0,4,4,0
mh2,mh2,50.0,2,4,4,4,4,4,4,6,6,4,4,6,8,6,7,7,7,7,0,6,6,6,7,6,9,6,21,6,6,7
mh3,mh3,50.0,1,3,3,3,4,3,3,3,3,3,3,8,3,3,3,3,3,3,3,9,9,9,3,9,3,9,12,9,9,0
mh4,mh4,50.0,0,2,2,2,0,4,4,4,4,6,6,4,4,4,4,4,4,4,4,8,8,0,4,8,11,8,4,10,8,4
mnh0,mnh0,50.0,1,2,1,1,1,21,21,1,1,1,3,1,8,1,1,1,1,1,1,1,7,1,16,1,11,7,20,1,1,1
mnh1,mnh1,50.0,1,2,5,6,2,6,6,7,7,8,8,7,7,9,12,13,7,12,12,9,11,9,7,9,7,9,7,9,9,7
mnh2,mnh2,50.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,2,2,2
mnh3,mnh3,50.0,1,1,1,1,1,1,1,1,1,7,7,1,1,1,8,8,8,8,8,1,1,1,8,1,8,1,8,1,1,8
mnh4,mnh4,50.0,2,13,15,13,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,36,13,13,20,36,18,13,26
mnh5,mnh5,50.0,1,1,1,1,4,1,1,1,1,1,1,1,10,8,13,13,13,15,15,8,8,8,17,8,14,8,17,8,8,13
mnh6,mnh6,50.0,1,1,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,34,1,1,1,1,1,1,1,37,1,1,1
mnh7,mnh7,50.0,1,1,1,1,1,1,1,1,1,7,5,1,1,8,1,1,1,1,1,10,10,10,17,10,1,10,17,10,10,16
mnh8,mnh8,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,8,10,10,1,1,1,8,1,10,1,8,1,1,8
mnh9,mnh9,50.0,1,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,4,10,15,10,25,10,12,4
mnh10,mnh10,50.0,1,17,18,19,4,19,19,34,19,19,19,20,19,22,26,26,26,26,26,22,23,22,26,22,27,24,31,22,22,26
mnh11,mnh11,50.0,1,1,3,1,1,1,23,1,4,1,1,1,1,10,14,14,14,14,16,10,10,10,20,10,14,10,22,10,10,17
mnh12,mnh12,50.0,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,7,7,7,7,7,7,11
mnh13,mnh13,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,14,1,1,6,6,6,1,10,1,6,1,6,6,1
mnh14,mnh14,50.0,1,1,1,5,1,5,23,13,14,11,12,15,14,14,19,19,19,19,19,14,14,16,19,14,21,17,19,16,14,19
lpsh0,lpsh0,1.0,0/1,0/3,4,3,0,3,3,3,3,3,3,3,3/12,3,3,3,16/12,3,3,3,3,3,0/3,3,0,10,3,3,3/9,12
lpsh1,lpsh1,1.0,1,1,1,1,1,1/10,1,2,1,1,1,1,1/8,0/3,1,1,1,1,1,0,0,0,1,0/5,1,0,1,0,0,1
lpsnh0,lpsnh0,1.0,1,2,2,2,2,2/4,21,6/7,6/7,6,6,7,6,7,6,6,6,6,12,9,9,10,16,9,6,9,20,9/10,9,6
lpsnh1,lpsnh1,1.0,1,1,1,1,1,1,1,16/1/7,1,1,6,1,11,9,11,11,1,11,11,1/10,1,1,1,1,11,1,1/15,1,1,1
lpsnh2,lpsnh2,1.0,1,1,1,1/2,1,5,5,18/5,5,6,5/6,5,5,9/10,5,5,5,5,5,9/11,9,9,17,9,5,9,17,9,9,12
lpsnh3,lpsnh3,1.0,1,1,1,1,14,1,1/24,1,1,1,1,1,19,1,19,19,19,19,19,1,1,1/17,19,1,19,18,21,1/17,1,19/21
lpsnh4,lpsnh4,1.0,1,1,1,1,1,1,3,1,1,1,1,1,12,4,12,22,12,12,19,4,8,4,12,4,18,4/9,24/12,4,4,12
lpsnh5,lpsnh5,1.0,1,1/2,1,1,1,3,3,3,3,3,3,3,3,3,3,10,13,3,3,3,3,3/6,18,3,9,3/8,15,3/6,7,17/14
lpsnh6,lpsnh6,1.0,1,7,7,8,6,8,8,8,11,8,8,11,11,14,11,11,11,11,11,14,14,17,21,14,11,18/19,23,14,14,11
lpsnh7,lpsnh7,1.0,1,1,1,1,6,1,1,1,1,7,1,1,1,1,1,9,1/8,1,1,1,1,1,1,1,1,1,10,1,1,1
lpsnh8,lpsnh8,1.0,1,1,1,3,2,3,3,3,5,4,3/4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,7,5,5,5
lpsnh9,lpsnh9,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,5/6,1,11/12,1,1,1,5/6,7,6,1,6,10,6,1,6,6,1
lpsnh10,lpsnh10,1.0,1,1,1,1/3,1/2,3,3,16/9,9,7,3,10,9/14,11,9,9,9,9,9,11,11/13,11,15,11,9,13,15,11,11,9
lpsnh11,lpsnh11,1.0,1,1,1,1,2,1,1,4,4,5,5,4,4,4,4/15,4,4,4,4,4/14,4,12/13,17,9/10/11,4,4,17,12/13,4,16
