id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,9,1,1,1,9,19,9,1,1,19,19,9,7,9,1,9,1,9,9,9,1,9,9,11,1,1,11,1,0
mh1,mh1,50.0,1,1,1,1,1,1,1,1,8,8,12,1,3,1,3,8,1,0,1,3,14,0,1,1,5,0,0,5,0,8
mh2,mh2,50.0,22,4,2,2,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,13,24,20,0,0,12,0,21,8,0,0
mh3,mh3,50.0,0,0,0,0,0,0,8,1,0,13,8,8,1,0,1,0,6,0,6,1,6,0,7,6,1,0,10,1,0,11
mh4,mh4,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1
mnh0,mnh0,50.0,1,1,1,1,11,8,11,8,11,11,11,11,9,1,8,19,8,11,8,8,8,11,8,8,8,13,11,8,11,17
mnh1,mnh1,50.0,1,1,1,1,11,1,22,1,9,9,22,22,1,1,1,9,1,19,1,1,1,19,1,1,5,19,19,5,19,20
mnh2,mnh2,50.0,1,2,1,1,9,2,13,2,13,13,13,13,2,2,2,21,2,15,2,2,2,15,2,23,2,15,15,2,15,13
mnh3,mnh3,50.0,1,9,4,4,4,16,4,16,24,24,4,46,16,4,19,24,22,34,22,18,49,34,22,48,18,34,38,18,34,42
mnh4,mnh4,50.0,1,1,1,1,17,1,19,1,19,66,19,19,8,4,1,19,14,19,15,13,1,19,15,1,11,19,19,11,19,65
mnh5,mnh5,50.0,11,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,5,1,4,1,5,1,1,1,8,5,1,5,9
mnh6,mnh6,50.0,1,3,5,5,11,3,1,3,1,1,1,1,3,3,3,1,9,1,9,3,9,1,9,9,3,15,1,3,15,16
mnh7,mnh7,50.0,1,1,2,2,11,1,12,1,12,12,12,22,4,3,5,12,1,12,1,8,1,13,1,1,6,12,13,6,12,12
mnh8,mnh8,50.0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,1,12,1,12,7,12,1,12,12,7,16,1,7,1,1
mnh9,mnh9,50.0,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,10,1,1,1,12,1,9,1,1,9,1,65
mnh10,mnh10,50.0,1,1,1,1,1,1,14,1,14,14,14,20,1,1,1,14,1,14,11,6,1,14,11,1,1,14,14,1,14,14
mnh11,mnh11,50.0,1,1,1,1,1,3,1,3,1,11,1,1,3,1,3,1,3,8,3,3,3,8,3,3,6,8,8,3,8,1
mnh12,mnh12,50.0,1,1,1,1,14,3,15,3,15,15,15,15,3,2,3,15,3,15,3,6,3,15,3,19,3,15,15,3,15,15
mnh13,mnh13,50.0,1,1,1,1,1,1,10,1,10,10,10,10,1,2,3,24,1,11,5,1,6,13,1,1,1,22,18,1,20,10
